local_path,mirror_url,original_url,source_entity,catalog_rows,reference_urls,mime_type,bytes,sha256,downloaded_at
images/google-arts-022.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-022.jpg,https://lh3.googleusercontent.com/ci/AL18g_QMhTA5eCqL0j0TOtoniYL_TKZmen4C1Y5XJS7E62kTrCgFmlHCCMX2LcTPaxoeTwPvG8kS7_k=s0,Google Arts & Culture,"Google Arts & Culture - Salisbury Road, Tsim Sha Tsui, Hong Kong",https://artsandculture.google.com/asset/salisbury-road-tsim-sha-tsui-hong-kong-tsang-tsou-choi-king-of-kowloon/uwF8zuHmAAFt1w,image/jpeg,184876,745ba4241fa21337011e78f94c7d16c372be0fb6ce06445a7f676dd01f55f311,2026-06-24T04:44:01.165Z
images/google-arts-023.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-023.jpg,https://lh3.googleusercontent.com/ci/AL18g_TWliFUzYaoT1jvai-HxeOQjZr5xMx9FCMxYukWOiwVYj2Os73CAahn2NU_7x9STLjMtQKN=s0,Google Arts & Culture,"Google Arts & Culture - Kwun Tong, Hong Kong",https://artsandculture.google.com/asset/kwun-tong-hong-kong-tsang-tsou-choi-king-of-kowloon/rwFln__MWRh5aw,image/jpeg,204458,3e0a63542c2910a9100882c1032675ec99053bd9d82b5ba4199d4bdca3fe4b26,2026-06-24T04:44:01.165Z
images/google-arts-024.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-024.jpg,https://lh3.googleusercontent.com/ci/AL18g_Q_bk0snRM_zjsubrZrClVQ1dx4Xl6e8EYyx8EXRuBBq96Rr5XYyMsowuDPgsUHqgf58ykuWWQ=s0,Google Arts & Culture,"Google Arts & Culture - Sai Ying Pun, Hong Kong",https://artsandculture.google.com/asset/sai-ying-pun-hong-kong-tsang-tsou-choi-king-of-kowloon/igGJmNFUUqRLrg,image/jpeg,293280,23f3df7baaf09b48f44a3310d1874d6b3cd53715a7248da436677c12997fb0e8,2026-06-24T04:44:01.165Z
images/google-arts-025.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-025.jpg,https://lh3.googleusercontent.com/ci/AL18g_Sxr7ybaacFVrDHMAFqnP-MCK74wPyfLfw9Vma7dX0WdMUE4IUZnC5em22BaVamywKKg7BG7A=s0,Google Arts & Culture,"Google Arts & Culture - Queen's Road Central, Central, Hong Kong",https://artsandculture.google.com/asset/queen-s-road-central-central-hong-kong-tsang-tsou-choi-king-of-kowloon/jgHdq6kkp6IETw,image/jpeg,228694,7a31f6d1e87fde08a3ea5a35a6cce028372dc5d1d0ba8f60476e74fedd74ebd3,2026-06-24T04:44:01.165Z
images/google-arts-026.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-026.jpg,https://lh3.googleusercontent.com/ci/AL18g_QzO6y5gyt6ZD1UHvjL6ow3GTFAwRGNc8AgTAfbkids5pVivcCBVMSvjouLcaCs5ZG2VZxRc3w=s0,Google Arts & Culture,"Google Arts & Culture - Connaught Road, Central, Hong Kong",https://artsandculture.google.com/asset/connaught-road-central-hong-kong-tsang-tsou-choi-and-king-of-kowloon/pgG2JikQ0kkBdg,image/jpeg,120316,0e65874ee59e11b88aaef9a0bb0611f33d78fca2bad71ac084d4ed440ce540f0,2026-06-24T04:44:01.165Z
images/google-arts-027.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-027.jpg,https://lh3.googleusercontent.com/ci/AL18g_QaUUxwWPzhjvrd0QZBFXbYwQn_jhHygId8dcNyw5d6ZPqQM96dQmWDMpC4yvZcV-a7FPWU=s0,Google Arts & Culture,"Google Arts & Culture - Edinburgh Place, Central, Hong Kong",https://artsandculture.google.com/asset/edinburgh-place-central-hong-kong-tsang-tsou-choi-and-king-of-kowloon/zAGDi8ZvNHhllA,image/jpeg,152711,56255d8e2883b60de5b2aab2aff70aa59b143b5f7d30c429e04ae1c42dd0c4a2,2026-06-24T04:44:01.165Z
images/google-arts-028.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-028.jpg,https://lh3.googleusercontent.com/ci/AL18g_QdXyqDrZ6PoJt4IGOkgtoSnxTxsXm3ADRDBKmGPsjmnd497NCmh1qlVoIWJpamAgTAOdH5Gw=s0,Google Arts & Culture,"Google Arts & Culture - Garden Road, Central, Hong Kong",https://artsandculture.google.com/asset/garden-road-central-hong-kong-tsang-tsou-choi-and-king-of-kowloon/8AG8gG7FOFgIfg,image/jpeg,209385,6443ea1932cdcaefbc4d3414ad2e256c29d3e060c51744e1f284c212cc8c56a6,2026-06-24T04:44:01.165Z
images/google-arts-029.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-029.jpg,https://lh3.googleusercontent.com/ci/AL18g_TCyVihMgjQF8Rm4NvhqRbnIUJr4n8tGnGPuB3ZoG1u-en-NgcZRNOIIw_MXr7q2iFA5Pit=s0,Google Arts & Culture,"Google Arts & Culture - Central, Hong Kong",https://artsandculture.google.com/asset/central-hong-kong-tsang-tsou-choi-and-king-of-kowloon/pQF7d_mhCjmD3Q,image/jpeg,152831,35ecccfbf3ea9491bf9e18e91bd29d3e6373be8a89f647392bd33e5fa1065f62,2026-06-24T04:44:01.165Z
images/google-arts-030.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-030.jpg,https://lh3.googleusercontent.com/ci/AL18g_RjK5xU8bdq6-WpgX4E4KjJtD8Nl7GE07nWo9BA0VQNmbzTaam6swDSP9AxhoNnDhxW6DggcQ=s0,Google Arts & Culture,"Google Arts & Culture - Central, Hong Kong",https://artsandculture.google.com/asset/central-hong-kong-tsang-tsou-choi-and-king-of-kowloon/JQGjNSExDTeYMQ,image/jpeg,119801,3b0a979dd8200e48d762cdca346da632ab01b3ab938d0282e68c741e8d2254e5,2026-06-24T04:44:01.165Z
images/google-arts-031.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-031.jpg,https://lh3.googleusercontent.com/ci/AL18g_S3QbEKDGyzLE8kPl_DJgiY4PN-TbFyx80DPNxH__fA6_AzYiESNl9BDiZ5loNXvRA2a-spM4U=s0,Google Arts & Culture,"Google Arts & Culture - Tsim Sha Tsui, Hong Kong",https://artsandculture.google.com/asset/tsim-sha-tsui-hong-kong-tsang-tsou-choi-and-king-of-kowloon/fAHkYmoHoKc26Q,image/jpeg,143120,160501b9e76ed235c9da847fe697751cd36eac3f0f8f87bc2b2c0b3dacf39264,2026-06-24T04:44:01.165Z
images/google-arts-032.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-032.jpg,https://lh3.googleusercontent.com/ci/AL18g_S-V7cZe3NJg9Q9R-MY7lJWo1Gxl4VeVxJ6hs-evHVI76mlvQw845CZAe0YbpKrhXun0MdH=s0,Google Arts & Culture,"Google Arts & Culture - Salisbury Road, Tsim Sha Tsui, Hong Kong",https://artsandculture.google.com/asset/salisbury-road-tsim-sha-tsui-hong-kong-tsang-tsou-choi-king-of-kowloon/ZAECU5Si0L1vow,image/jpeg,175354,ce7a03ce919716ed42acee1d7eaa2c5ec6a9d80233fcf8fb22e408afc68b84b5,2026-06-24T04:44:01.165Z
images/google-arts-033.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-033.jpg,https://lh3.googleusercontent.com/ci/AL18g_R5KxG_5mxx8OiMZHFAfG4_FcXYe5IAUO_R0U5yZlD3v__mryPPLr8I6e_VWa__E_JMr8ZS=s0,Google Arts & Culture,"Google Arts & Culture - Tsim Sha Tsui, Hong Kong",https://artsandculture.google.com/asset/tsim-sha-tsui-hong-kong-tsang-tsou-choi-king-of-kowloon/eAHn_iXt2n-J9A,image/jpeg,239268,6c1f2dc3074591a95e0f2e8c3d859652d1756a79072082be220e3fba03943fe0,2026-06-24T04:44:01.165Z
images/google-arts-034.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-034.jpg,https://lh3.googleusercontent.com/ci/AL18g_SR-mNRk58YWJvyyxpNsOIlsdAvYPBOQVjW8vN-uZ3K2JkXMsZ5_ALFds7Rof7vHe_FR62llQ=s0,Google Arts & Culture,"Google Arts & Culture - Tsim Sha Tsui, Hong Kong",https://artsandculture.google.com/asset/tsim-sha-tsui-hong-kong-tsang-tsou-choi-and-king-of-kowloon/xQGXwIOq1JMteQ,image/jpeg,137121,4de218b31b026bd304daf1db3479951f16ead8fa8183e0794cbcb60eafe0300f,2026-06-24T04:44:01.165Z
images/google-arts-035.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-035.jpg,https://lh3.googleusercontent.com/ci/AL18g_Qp3DBfVRgp8lpVwtx9GiVnxlwHScZmZCNJfT7R2VIky65cEBFBC65jk5j_ZS4VRTN3nFQBrg=s0,Google Arts & Culture,"Google Arts & Culture - Salisbury Road, Tsim Sha Tsui, Hong Kong",https://artsandculture.google.com/asset/salisbury-road-tsim-sha-tsui-hong-kong-tsang-tsou-choi-king-of-kowloon/9AHBgRJx5M6zOQ,image/jpeg,177478,807f8696298421ca0a08dfb3e8e6760c49858f25f90297e42d89fe8cb384ad84,2026-06-24T04:44:01.165Z
images/google-arts-036.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-036.jpg,https://lh3.googleusercontent.com/ci/AL18g_THHYOFLY1DvjkgpSElEOmfzwyUlXpw3GOD97TndNWgxB5_-HTpDnH4bthhssahfaBg8VI8Ig=s0,Google Arts & Culture,"Google Arts & Culture - Kwun Tong, Hong Kong",https://artsandculture.google.com/asset/kwun-tong-hong-kong-tsang-tsou-choi-and-king-of-kowloon/BwHbDqjQ-4YwHQ,image/jpeg,162209,55a1c1b51ae63fda1871a4703248131db0377ffe6f2d6d32195bb4d5723875ef,2026-06-24T04:44:01.165Z
images/google-arts-037.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-037.jpg,https://lh3.googleusercontent.com/ci/AL18g_RVfhClHvvcfG8MW2RnOzHIQy_G8cBPCoTSgenvkPG1VMTIwKo7NBh19zgjUNhS5PPcJOwQmA=s0,Google Arts & Culture,"Google Arts & Culture - Kwun Tong, Hong Kong",https://artsandculture.google.com/asset/kwun-tong-hong-kong-tsang-tsou-choi-king-of-kowloon/HwGUTiGVQV7f9w,image/jpeg,214819,23259783bacb7b5f4510902c6a316029ac8b70e26122de5aeb610119b8bfd05f,2026-06-24T04:44:01.165Z
images/google-arts-038.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-038.jpg,https://lh3.googleusercontent.com/ci/AL18g_QIfJ_MvAMaa2y87X_zT1eDrwzZZCwIo671Q3fHs6fnCO3tNdrJMkjW1azVSwD6_gbTQeVnUBo=s0,Google Arts & Culture,"Google Arts & Culture - Kwun Tong, Hong Kong",https://artsandculture.google.com/asset/kwun-tong-hong-kong-tsang-tsou-choi-and-king-of-kowloon/GQG0KGyMlZkojQ,image/jpeg,245536,95a34fd3291be3f463c8f8bbfaaa2ff1a36503ea5d16305545c161e49c4036ec,2026-06-24T04:44:01.165Z
images/google-arts-039.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-039.jpg,https://lh3.googleusercontent.com/ci/AL18g_QdbDWTixWSGduFHe2raS0Kbfjq-61L2ideD2ykh-zjUAIwP9eCSRqw3XQ2_ZqWlydPpF53WV4=s0,Google Arts & Culture,"Google Arts & Culture - Kwun Tong, Hong Kong",https://artsandculture.google.com/asset/kwun-tong-hong-kong-tsang-tsou-choi-king-of-kowloon/nQE2a9-nMP-7Pg,image/jpeg,155756,7b4f20380a4b592874b834ed7b1e404f663456f4b6270199d84c7cf737b5dc38,2026-06-24T04:44:01.165Z
images/google-arts-040.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-040.jpg,https://lh3.googleusercontent.com/ci/AL18g_R-blmwdeN68Zg-DDaZEhB-iOmMdZPYbDqjFU3QIRHD4QRqN5G-Z-3ftyitu3dgRNFBhjfPkg=s0,Google Arts & Culture,"Google Arts & Culture - Kwun Tong, Hong Kong",https://artsandculture.google.com/asset/kwun-tong-hong-kong-tsang-tsou-choi-king-of-kowloon/fQEoSUFcODUOzw,image/jpeg,113302,6d4a4e7b85e68b69f2f131e882e715e7398f9ed296a445732be724e88e3bea5e,2026-06-24T04:44:01.165Z
images/google-arts-041.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-041.jpg,https://lh3.googleusercontent.com/ci/AL18g_SKTP2X80iKEnw1pYGYlYimBbwbMCJ9rDJ1dHf2VVgMFmUek1K0wajjLfXwbLvDl4FHXJdXpfw=s0,Google Arts & Culture,Google Arts & Culture - Public bus from Kwun Tong,https://artsandculture.google.com/asset/public-bus-from-kwun-tong-tsang-tsou-choi-king-of-kowloon/RwEF4r_asc0mHA,image/jpeg,106099,f798c9ba8467efacebf5f79d59dc3e4f397870f98d62e9f1be580d192f6da4fa,2026-06-24T04:44:01.165Z
images/google-arts-042.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-042.jpg,https://lh3.googleusercontent.com/ci/AL18g_QrXia2Ew57GS-WhW42yc9jopyAlKv-zUTMpZHmdhQo-NH4fne1uvsDPawb64nz83YjRqz7aL6Y=s0,Google Arts & Culture,"Google Arts & Culture - Salisbury Road / Star Ferry protected column, Tsim Sha Tsui",https://artsandculture.google.com/asset/salisbury-road-tsim-sha-tsui-hong-kong-tsang-tsou-choi-and-king-of-kowloon/QgHBfANRLx1jUg,image/jpeg,267318,3471d634eb237cf228a584fe242b259272221ab92ad034c5a35b5852f9a9ae96,2026-06-24T04:44:01.165Z
images/wikimedia-001.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/wikimedia-001.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e2/Tsang_graffiti_in_December_2023.jpg,Google Arts & Culture,"Google Arts & Culture - Salisbury Road / Star Ferry protected column, Tsim Sha Tsui",https://artsandculture.google.com/asset/salisbury-road-tsim-sha-tsui-hong-kong-tsang-tsou-choi-and-king-of-kowloon/QgHBfANRLx1jUg,image/jpeg,4147880,b92d52f8a45e43ac44641140a071ce62590f4e006f6bca53da3dab3cb470a663,2026-06-24T04:44:01.165Z
images/google-arts-043.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-043.jpg,https://lh3.googleusercontent.com/ci/AL18g_RGseRVd8G4rsc1uPUJWsV5h4PNb7LDR14Ijk0d7egNlW3LpG8yd8dxfxlrSzI3t6v8f_lpyOA=s0,Google Arts & Culture,"Google Arts & Culture - Ngau Chi Wan, Hong Kong",https://artsandculture.google.com/asset/ngau-chi-wan-hong-kong-tsang-tsou-choi-king-of-kowloon/QQE1_OnH3PXXGA,image/jpeg,148488,750d1cd262eea24a52e00f24b3131e661311fbc556ba74dbec0211b191b76e46,2026-06-24T04:44:01.165Z
images/google-arts-044.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/google-arts-044.jpg,https://lh3.googleusercontent.com/ci/AL18g_SCfgTGUaPxIFM8vj5NjEmBC3vHG4cFoCBtQD-BDPJycxm9j55VitkO9jvKrvZDuL8BUCaKQ18=s0,Google Arts & Culture,"Google Arts & Culture - Choi Hung, Hong Kong",https://artsandculture.google.com/asset/choi-hung-hong-kong-tsang-tsou-choi-king-of-kowloon/EAFO89C15pCAwA,image/jpeg,131221,c011494ff1a92e605a160299cdde423edc26edf6969af033b21f68398b5e8856,2026-06-24T04:44:01.165Z
images/ota-001.webp,https://angusyeet.com/tsang-tsou-choi-catalog/images/ota-001.webp,https://static-assets.artlogic.net/w_3000%2Cc_limit%2Cf_auto%2Cfl_lossy%2Cq_auto/artlogicstorage/otafinearts/images/view/f299b0d5a133506288d854a26fffa6dej/otafinearts-tsang-tsou-choi-king-of-kowloon-untitled-2003.jpg,Ota Fine Arts,Ota Fine Arts - Untitled,https://www.otafinearts.com/artworks/3203-tsang-tsou-choi-king-of-kowloon-untitled-2003/,image/webp,730216,8b17b1d05e76d81dbdf73dd1957a917b98ca7de9daa14aec488903e7c1be00b6,2026-06-24T04:44:01.165Z
images/ota-002.webp,https://angusyeet.com/tsang-tsou-choi-catalog/images/ota-002.webp,https://static-assets.artlogic.net/w_3000%2Cc_limit%2Cf_auto%2Cfl_lossy%2Cq_auto/artlogicstorage/otafinearts/images/view/04f007eebbb53a762ffe38128b36e1eaj/otafinearts-tsang-tsou-choi-king-of-kowloon-untitled-2001.jpg,Ota Fine Arts,Ota Fine Arts - Untitled,https://www.otafinearts.com/artworks/3144-tsang-tsou-choi-king-of-kowloon-untitled-2001/,image/webp,666152,81c5a42cc068dfd71fc153bbd60c7e4d823d222861dfd0ade1baa50e4bde4af9,2026-06-24T04:44:01.165Z
images/ota-003.webp,https://angusyeet.com/tsang-tsou-choi-catalog/images/ota-003.webp,https://static-assets.artlogic.net/w_3000%2Cc_limit%2Cf_auto%2Cfl_lossy%2Cq_auto/artlogicstorage/otafinearts/images/view/0b22198239ddf25233a3b0b6d1905420j/otafinearts-tsang-tsou-choi-king-of-kowloon-untitled-1994-2017.jpg,Ota Fine Arts,Ota Fine Arts - Untitled,https://www.otafinearts.com/artworks/3231-tsang-tsou-choi-king-of-kowloon-untitled-1994-2017/,image/webp,205782,60fcf3aaab214b179bad789ab49ba7a286ae8a31072526fb61bb777ec55aa646,2026-06-24T04:44:01.165Z
images/ota-004.webp,https://angusyeet.com/tsang-tsou-choi-catalog/images/ota-004.webp,https://static-assets.artlogic.net/w_3000%2Cc_limit%2Cf_auto%2Cfl_lossy%2Cq_auto/artlogicstorage/otafinearts/images/view/4d0bfb909606c6fc6d1cdb8c0715b94fj/otafinearts-tsang-tsou-choi-king-of-kowloon-calligraphy-on-scooter-2002.jpg,Ota Fine Arts,Ota Fine Arts - Calligraphy on Scooter,https://www.otafinearts.com/artworks/3247-tsang-tsou-choi-king-of-kowloon-calligraphy-on-scooter-2002/,image/webp,305884,49e5455e8ca1ca51cbd8f49490515b30487ce8285d8331960d571989ba186e13,2026-06-24T04:44:01.165Z
images/ota-005.webp,https://angusyeet.com/tsang-tsou-choi-catalog/images/ota-005.webp,https://static-assets.artlogic.net/w_3000%2Cc_limit%2Cf_auto%2Cfl_lossy%2Cq_auto/artlogicstorage/otafinearts/images/view/dcb97c9b8f9d1c04467c31605a0d4864j/otafinearts-tsang-tsou-choi-king-of-kowloon-untitled-2003.jpg,Ota Fine Arts,Ota Fine Arts - Untitled,https://www.otafinearts.com/artworks/3225-tsang-tsou-choi-king-of-kowloon-untitled-2003/,image/webp,1004044,e991fb301913284d2a7d40dbbde1972c6a52bd61d49bd1c0998d5fd9e2fdd512,2026-06-24T04:44:01.165Z
images/ota-006.webp,https://angusyeet.com/tsang-tsou-choi-catalog/images/ota-006.webp,https://static-assets.artlogic.net/w_3000%2Cc_limit%2Cf_auto%2Cfl_lossy%2Cq_auto/artlogicstorage/otafinearts/images/view/a2879c6fb381f0a3b86e19759bd76155j/otafinearts-tsang-tsou-choi-king-of-kowloon-2002.jpg,Ota Fine Arts,Ota Fine Arts - Untitled,https://www.otafinearts.com/artworks/3248-tsang-tsou-choi-king-of-kowloon-2002/,image/webp,703192,27b03fe8cbbcb98696d0c195fb7c856f4012361bebe71c324e45f4113905045c,2026-06-24T04:44:01.165Z
images/sothebys-001.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/sothebys-001.jpg,https://sothebys-com.brightspotcdn.com/dims4/default/4d828a1/2147483647/strip/true/crop/2000x1907+0+0/resize/2880x2748!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F4b%2F48%2Fe0%2F643a946d3cbe09a9b5fbee64be5cc6aa027d0d616285cc11510b297fd4%2F059hk0686-8y5g3.jpg,Sotheby's,Sotheby's - Signed work / Lot 35,https://www.sothebys.com/en/auctions/ecatalogue/2016/they-would-be-kings-street-art-curated-by-steve-lazarides-hk0686/lot.35.html,image/jpeg,377041,ee7b205d418fcd4b2b81cab235840a94b9f5715013d47c77ddc5f08f1aaa7fd8,2026-06-24T04:44:01.165Z
images/christies-001.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/christies-001.jpg,https://www.christies.com/img/LotImages/2022/HGK/2022_HGK_19900_0164_000(tsang_tsou_choi_untitled062800).jpg?mode=max,Christie's,Christie's - Untitled / Lot 164,https://www.christies.com/en/lot/lot-6376954,image/jpeg,1792695,0157d256cb44305c0b21c729d87c8347e17075813ebf8049c968d454ae7a6c54,2026-06-24T04:44:01.165Z
images/christies-002.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/christies-002.jpg,https://www.christies.com/img/LotImages/2022/HGK/2022_HGK_19900_0164_001(tsang_tsou_choi_untitled062807).jpg?mode=max,Christie's,Christie's - Untitled / Lot 164,https://www.christies.com/en/lot/lot-6376954,image/jpeg,1657607,e9fb13d0cd5d0cec5a0cd6d9d29a7dafcc71d2a754dc42e02313c510916acddc,2026-06-24T04:44:01.165Z
images/wikimedia-002.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/wikimedia-002.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2f/Emperor_of_Kowloon%2C_Hung_Hom_%E7%B4%85%E7%A3%A1_%286310519734%29.jpg,Wikimedia Commons,Wikimedia Commons - Hung Hom graffiti,"https://commons.wikimedia.org/wiki/File:Emperor_of_Kowloon,_Hung_Hom_%E7%B4%85%E7%A3%A1_(6310519734).jpg",image/jpeg,72146,a96df9a487a8c3ab8ca2508afdec9eadd233dfde104aa25f1770bde5f608fea9,2026-06-24T04:44:01.165Z
images/wikimedia-003.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/wikimedia-003.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Tsang_Graffiti_191210_1.JPG,Wikimedia Commons,Wikimedia Commons - Kwun Tong Road Children's Playground graffiti,https://commons.wikimedia.org/wiki/File:Tsang_Graffiti_191210_1.JPG,image/jpeg,2167301,7fc9088849a350f99493e554427b9a8318f42df81433adcb9b58eccc7f8bb0ea,2026-06-24T04:44:01.165Z
images/wikimedia-004.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/wikimedia-004.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Tsang_Graffiti_191210_2.JPG,Wikimedia Commons,Wikimedia Commons - Ping Shek Estate protected pole,https://commons.wikimedia.org/wiki/File:Tsang_Graffiti_191210_2.JPG,image/jpeg,1939958,1b54380fef37b918ab1159618e8fa4a34ab00185625abb8860cdfecd4c78fbb4,2026-06-24T04:44:01.165Z
images/wikimedia-005.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/wikimedia-005.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Tsang_Graffiti_191210_3.JPG,Wikimedia Commons,Wikimedia Commons - Ping Shek Estate protected pole,https://commons.wikimedia.org/wiki/File:Tsang_Graffiti_191210_2.JPG,image/jpeg,1997640,ac9cebd3d3f4c9e55473c66c4df86c3fdd17e4f13d0dffdacc1624b85a9e6682,2026-06-24T04:44:01.165Z
images/hku-teaching-001.jpg,https://angusyeet.com/tsang-tsou-choi-catalog/images/hku-teaching-001.jpg,https://learning.hku.hk/ccch9051/group-24/files/original/c3e0825ffefabdd8896fe5ccc55d6462.jpg,HKU Teaching Site,HKU Teaching Site - Tsang Tsou Choi's Calligraphy Graffiti,https://learning.hku.hk/ccch9051/group-24/items/show/35,image/jpeg,178472,a3f324cc749b476415210860dca035b4f669612716bcb0ae2ac6f9de8cc3250e,2026-06-24T04:44:01.165Z
images/hku-museum-001.avif,https://angusyeet.com/tsang-tsou-choi-catalog/images/hku-museum-001.avif,https://static.wixstatic.com/media/23c78b_353e71b0653e4b4e9f2c8c8a9fc83870~mv2.png/v1/fill/w_1602%2Ch_814%2Cal_c%2Cq_90%2Cusm_0.66_1.00_0.01%2Cenc_avif%2Cquality_auto/Kowloon%20King2_0_5x.png,HKU Museum / Virtual Exhibition,HKU Museum / Virtual Exhibition - Untitled (HKU.Ca.2023.2643),https://virtual2.umag.hku.hk/copy-of-old-exhibits,image/avif,236293,efc17ae7ae88fe9a3a1fb92d10d7faa9129a874cca928e03d0dbe5cd025e56e5,2026-06-24T04:44:01.165Z
images/hkwalker-001.webp,https://angusyeet.com/tsang-tsou-choi-catalog/images/hkwalker-001.webp,https://www.hkwl.org/wp-content/uploads/2022/04/FotoJet-4_%E5%89%AF%E6%9C%AC.jpg?v=1649219047,Hong Kong Walker,Hong Kong Walker - Mong Kok railway bridge underpass work,https://www.hkwl.org/article/5419-%E3%80%8C%E4%B9%9D%E9%BE%8D%E7%9A%87%E5%B8%9D%E3%80%8D%E6%9B%BE%E7%81%B6%E8%B2%A1%E4%BD%9C%E5%93%81%E9%87%8D%E7%8F%BE%E6%97%BA%E8%A7%92%E9%90%B5%E8%B7%AF%E6%A9%8B%E4%B8%8B-%E6%88%96%E7%82%BA%E9%A6%99/,image/webp,89416,86d8f0a72cd9218a36f292bf266400b0a4175b6b37ddce31cc98beec72446917,2026-06-24T04:44:01.165Z
